,title,price,url,website
149,Valerato de Betametasona Pomada  30g (G) Pharlab,"R$ 14,19",/queimalive-pomada-dermatologica-30g/p,drogal
150,Hemofiss Pomada 30g,"R$ 14,89",/Pomada-Belladonna-Almeida-Prado-25g/p,drogal
151,Trok-N Pomada 30g,"R$ 30,69",/pomada-massageadora-bio-instinto-fisiofort-premium-150g/p,drogal
152,Candicort Pomada Dermatológico 30g,"R$ 32,69",/Tarfic1mgpomadabisnagacom30g/p,drogal
153,"Tarfic Pomada 0,3mg/g Bisnaga com 10g","R$ 65,19",/fitoscar-60mgg-pomada-20g/p,drogal
154,Fitoscar 60mg/g Pomada 20g,"R$ 70,09",/tarfic-pomada-03mgg-bisnaga-com-10g/p,drogal
155,Nebacetin Pomada 250UI/g Bisnaga 15g,"R$ 21,09",/pomada-para-assaduras-qualifral-120g/p,drogal
156,Proctfis H Pomada 20g + 10 Aplicador,"R$ 19,49",/Minancora-pomada-dermatologica-bisnagacom-30g/p,drogal
157,Bepantriz Dupla Proteção Pomada 30g,"R$ 9,89",/nebacetin-pomada-250uig-bisnaga-50g/p,drogal
158,Gelol Pomada Analgésica 20g,"R$ 19,47",/creme-para-prevencao-de-assaduras-dermodex-prevent-2-unidades-com-60g-cada/p,drogal
159,Proctyl pomada 10 bisnagas com 3g + 10 aplicadores descartáveis,"R$ 67,59",/Proctyl100mgg10mggpomada10bisnagascom3g10aplicadoresmonodose/p,drogal
160,Millar pomada dermatológica bisnaga 30g,"R$ 65,03",/pomada-para-prevencao-de-assaduras-dermodex-prevent-30g/p,drogal
161,Kit Pomada para Prevenção de Assaduras Dermodex Prevent 2 Unidades com 60g Cada,"R$ 48,39",/pomada-desodorante-massageadora-fisiofort-bio-instinto-150g/p,drogal
162,"Aciclovir Pomada oftálmica 30mg/g 4,5g (G) Pharlab","R$ 60,49",/valerato-de-betametasona-sulfato-de-gentamicina-tolnaftato-clioquinol-05mgg-1mgg-10mgg-10mgg-bisnaga-com-20g-de-pomada-de-uso-dermatologico-eurofarma/p,drogal
163,"Tarfic 0,1 mg pomada bisnaga com 10g","R$ 70,59",/pomada-desodorante-massageadora-bio-instinto-canela-de-velho-com-sebo-de-carneiro-150g/p,drogal
164,Nebacetin Pomada 250UI/g Bisnaga 50g,"R$ 43,69",/cetobeta-pda-30g/p,drogal
165,"Propionato de Clobetasol 0,5mg/g Germed Pomada 30g","R$ 12,89",/gelol-pomada-analgesica-20g/p,drogal
166,Calotrat Plantar 200mg/g Pomada 20g,"R$ 26,99",/candicort-pomada-dermatologico-30g/p,drogal
167,Foldan Pomada Parasiticida 50mg Bisnaga 45g,"R$ 33,79",/calotrat-plantar-200mgg-pomada-20g/p,drogal
